ogrid	relation	dgrid	m
97	0	95	260
97	0	96	52183
97	0	98	543796
97	0	105	14
97	0	106	43
97	0	108	20
97	0	111	65
97	0	129	11
97	0	132	14
97	0	133	21
97	0	135	30
97	0	140	53
97	0	151	20
97	0	158	13
97	0	171	14
97	0	174	12
97	0	176	10
97	0	184	11
97	0	191	22
98	0	0	41
98	0	2	59
98	0	7	17
98	0	8	103
98	0	12	20
98	0	13	45
98	0	18	10
98	0	34	14
98	0	38	22
98	0	39	93
98	0	57	15
98	0	59	30
98	0	61	14
98	0	62	195
98	0	63	29
98	0	64	149
98	0	65	1348
98	0	66	996
98	0	67	14
98	0	90	262870
98	0	91	696
98	0	92	35
98	0	93	277170
98	0	94	140
98	0	95	53
98	0	96	352
98	0	97	554694
98	0	106	26
98	0	129	17
98	0	132	11
98	0	133	14
98	0	135	47
98	0	171	13
99	0	35	30
99	0	36	56
99	0	45	63824
99	0	48	26
99	0	49	23
99	0	50	318
99	0	51	41
99	0	54	10
99	0	70	49047
99	0	71	21
99	0	72	42
99	0	74	59
99	0	75	15
99	0	76	127
99	0	77	10
99	0	81	10
99	0	83	105
99	0	85	18
99	0	87	36
99	0	100	374931
99	0	101	2307
99	0	102	90
99	0	103	23613
99	0	104	242
100	0	0	11
100	0	16	12
100	0	29	110
100	0	31	89
100	0	33	185
100	0	34	54
100	0	35	155
100	0	36	67
100	0	43	325
100	0	45	222
100	0	47	62
100	0	48	466
100	0	49	13
100	0	50	192
100	0	51	164
100	0	53	38
100	0	54	11
100	0	70	158
100	0	74	178
100	0	75	71
100	0	76	193
100	0	77	23
100	0	78	15
100	0	81	79
100	0	82	68
100	0	83	294
100	0	84	67
100	0	85	46
100	0	86	48
100	0	87	166
100	0	88	50
100	0	89	79
100	0	95	98
100	0	99	383292
100	0	101	186676
100	0	102	331
100	0	103	187672
100	0	104	168926
101	0	28	17
101	0	29	20
101	0	31	11
101	0	34	71
101	0	45	31
101	0	50	11
101	0	53	19
101	0	54	12
101	0	56	13
101	0	67	11
101	0	70	18600
101	0	73	11
101	0	74	322
101	0	75	31
101	0	76	121
101	0	77	43
101	0	78	10
101	0	81	43
101	0	82	48
101	0	83	1941
101	0	84	97
101	0	85	258
101	0	86	14
101	0	87	624
101	0	88	12
101	0	89	31
101	0	92	11
101	0	94	12
101	0	96	10
101	0	99	1706
101	0	100	168456
101	0	102	296887
101	0	103	979
101	0	104	99739
102	0	19	15
102	0	28	19
102	0	45	10
102	0	54	16
102	0	70	428
102	0	73	17
102	0	74	71456
102	0	75	56
102	0	76	122
102	0	77	46
102	0	78	33
102	0	79	11
102	0	82	14
102	0	83	194203
102	0	84	17
102	0	85	93
102	0	87	228
102	0	89	23
102	0	99	77
102	0	100	400
102	0	101	288380
102	0	103	291
102	0	104	334
103	0	0	22
103	0	2	243
103	0	8	85
103	0	16	29
103	0	19	10
103	0	28	18
103	0	29	23
103	0	31	16
103	0	34	137
103	0	35	291
103	0	36	379
103	0	39	11
103	0	43	655
103	0	45	447
103	0	46	64
103	0	47	64
103	0	48	1040
103	0	49	86
103	0	50	1018
103	0	51	1028
103	0	53	31
103	0	54	15
103	0	56	22
103	0	57	14
103	0	60	17
103	0	64	12
103	0	67	60
103	0	70	158
103	0	71	17
103	0	72	191
103	0	73	15
103	0	74	204
103	0	75	206
103	0	76	241
103	0	77	35
103	0	78	17
103	0	79	18
103	0	81	38
103	0	82	32
103	0	83	188
103	0	84	70
103	0	85	103
103	0	86	15
103	0	87	122
103	0	89	14
103	0	90	86
103	0	91	15
103	0	92	13
103	0	94	21
103	0	96	20
103	0	99	26313
103	0	100	208013
103	0	101	1036
103	0	102	296
103	0	104	104670
104	0	0	176
104	0	2	238
104	0	28	19
104	0	34	17
104	0	35	25
104	0	45	51
104	0	49	11
104	0	50	35
104	0	51	11
104	0	70	55
104	0	74	16
104	0	76	19
104	0	77	32
104	0	81	24
104	0	82	17
104	0	83	351
104	0	84	70
104	0	85	88
104	0	86	11
104	0	87	100
104	0	94	18
104	0	99	332
104	0	100	167634
104	0	101	83880
104	0	102	196
104	0	103	132649
105	0	0	16
105	0	16	93
105	0	18	268
105	0	19	243
105	0	20	19
105	0	21	20
105	0	31	11
105	0	37	20
105	0	38	373
105	0	39	269
105	0	40	141
105	0	41	32283
105	0	42	19
105	0	52	91825
105	0	54	23
105	0	55	24043
105	0	56	240
105	0	57	23
105	0	58	3927
105	0	60	70
105	0	61	132
105	0	62	46
105	0	64	105
105	0	65	30
105	0	66	15
105	0	67	28
105	0	68	28
105	0	69	190
105	0	70	22
105	0	71	17
105	0	75	15
105	0	76	14
105	0	79	14
105	0	92	32
105	0	94	18
105	0	95	16
105	0	97	19
105	0	106	324064
105	0	107	155301
105	0	108	174308
105	0	109	36086
105	0	110	394858
105	0	158	11
105	0	172	20
105	0	175	29
106	0	0	15
106	0	2	13
106	0	8	20
106	0	13	12
106	0	16	97
106	0	18	116
106	0	19	398
106	0	20	20
106	0	21	13
106	0	24	10
106	0	37	93
106	0	38	173201
106	0	39	67704
106	0	40	38
106	0	41	68936
106	0	42	130
106	0	52	148
106	0	54	12
106	0	55	43
106	0	56	66
106	0	57	20
106	0	58	265
106	0	59	13
106	0	60	25
106	0	61	172
106	0	62	224
106	0	64	497
106	0	65	104
106	0	66	104
106	0	67	12
106	0	68	23
106	0	69	51
106	0	71	13
106	0	75	11
106	0	79	11
106	0	90	101
106	0	91	22
106	0	92	22
106	0	93	42
106	0	94	44
106	0	95	29
106	0	96	33
106	0	97	33
106	0	98	23
106	0	105	349220
106	0	107	453
106	0	108	1095
106	0	109	219
106	0	110	400
106	0	172	14
106	0	174	10
106	0	175	13
107	0	18	10
107	0	19	166
107	0	38	90
107	0	39	31
107	0	40	11
107	0	52	23
107	0	54	11
107	0	55	8088
107	0	56	92
107	0	58	104
107	0	60	21
107	0	61	15
107	0	64	44
107	0	65	10
107	0	69	16
107	0	105	155881
107	0	106	372
107	0	108	63
107	0	109	126
107	0	110	16238
108	0	0	10
108	0	8	14
108	0	16	401
108	0	17	43
108	0	18	138068
108	0	19	260930
108	0	20	92
108	0	21	143409
108	0	22	67
108	0	23	45
108	0	24	142
108	0	25	19
108	0	26	22
108	0	37	15
108	0	38	134
108	0	39	370
108	0	40	17156
108	0	41	90182
108	0	42	10
108	0	52	61
108	0	55	14
108	0	56	17
108	0	58	99
108	0	61	78
108	0	62	33
108	0	64	60
108	0	65	24
108	0	66	33
108	0	68	10
108	0	69	16
108	0	79	28
108	0	90	26
108	0	94	24
108	0	96	30
108	0	97	17
108	0	105	167037
108	0	106	1032
108	0	107	61
108	0	109	12
108	0	110	261
108	0	175	20
109	0	37	16
109	0	38	38725
109	0	39	143
109	0	53	20
109	0	54	32
109	0	55	16
109	0	56	382
109	0	57	96
109	0	58	10
109	0	60	65
109	0	61	13
109	0	62	25
109	0	64	242
109	0	66	11
109	0	67	28
109	0	68	76
109	0	69	61464
109	0	70	113
109	0	75	14
109	0	95	16
109	0	105	39265
109	0	106	247
109	0	107	133
109	0	108	15
110	0	16	54
110	0	18	47
110	0	19	36
110	0	38	69
110	0	39	39
110	0	40	27
110	0	41	66
110	0	52	2525
110	0	54	12
110	0	55	113
110	0	56	90
110	0	58	52612
110	0	60	38
110	0	61	148
110	0	62	15
110	0	64	23
110	0	69	12
110	0	70	12
110	0	79	10
110	0	105	385088
110	0	106	357
110	0	107	16302
110	0	108	225
110	0	109	11
111	0	97	66
111	0	112	13
111	0	113	4981
111	0	114	106
111	0	115	20
111	0	116	22936
111	0	117	12
111	0	118	37
111	0	119	11849
111	0	192	13
111	0	193	28
111	0	197	23
111	0	200	52
112	0	111	12
112	0	113	28
112	0	116	15
112	0	119	9575
113	0	111	4816
113	0	112	54
113	0	114	22
113	0	116	56
113	0	118	12
113	0	162	129
113	0	164	2433
114	0	111	89
114	0	116	28495
114	0	117	38134
114	0	118	113
114	0	119	25
114	0	160	17
114	0	161	10
114	0	163	22
114	0	167	15
114	0	169	16
114	0	186	16
114	0	188	15
114	0	190	44
114	0	191	169
114	0	196	4492
114	0	197	13
114	0	200	15
115	0	111	39
115	0	116	42582
115	0	118	119
115	0	119	10
115	0	121	108
115	0	122	26385
115	0	124	10
115	0	125	21
115	0	127	14
115	0	128	25
115	0	163	87
115	0	169	12
115	0	180	11
115	0	192	82
115	0	193	24
115	0	194	10
115	0	195	47
115	0	196	295
115	0	197	79884
115	0	199	884
115	0	200	94
116	0	111	21742
116	0	113	40
116	0	114	33825
116	0	115	42713
116	0	117	87
116	0	118	48299
116	0	119	74
116	0	122	10
116	0	160	13
116	0	163	74
116	0	166	13
116	0	167	29
116	0	168	11
116	0	169	34
116	0	180	16
116	0	186	11
116	0	190	15
116	0	191	33
116	0	192	46
116	0	193	17
116	0	194	16
116	0	195	16
116	0	196	149
116	0	197	266
116	0	200	53
117	0	114	32897
117	0	116	51
117	0	118	27
117	0	119	681
117	0	152	13
117	0	154	10
117	0	163	10
117	0	186	20
117	0	188	41
117	0	189	418
117	0	190	103
117	0	191	44379
117	0	194	14
117	0	195	14
117	0	196	18
118	0	111	34
118	0	113	10
118	0	114	188
118	0	115	124
118	0	116	52044
118	0	117	28
118	0	160	94
118	0	161	32
118	0	162	532
118	0	163	36341
118	0	166	95
118	0	167	184
118	0	168	20
118	0	169	38205
118	0	170	67
118	0	186	10
118	0	188	13
118	0	190	20
118	0	191	31
118	0	194	10
118	0	195	18
118	0	196	13
118	0	197	83
118	0	200	16
119	0	111	13055
119	0	112	8593
119	0	114	22
119	0	115	11
119	0	116	80
119	0	117	629
119	0	197	20
120	0	121	186489
120	0	122	19
120	0	123	85129
120	0	124	157
120	0	125	106
120	0	126	11
120	0	127	44
120	0	128	265
120	0	137	31
120	0	138	113
120	0	139	100111
120	0	140	14
120	0	144	28
120	0	145	32
120	0	146	10
120	0	160	90
120	0	168	18
120	0	176	11
120	0	177	15
120	0	178	181
120	0	188	81
121	0	34	10
121	0	91	17
121	0	115	60
121	0	120	181632
121	0	122	50869
121	0	123	28602
121	0	124	127300
121	0	125	617
121	0	126	34
121	0	127	472
121	0	128	272893
121	0	133	35
121	0	134	12
121	0	135	21
121	0	136	10
121	0	137	123
121	0	138	128
121	0	139	731
121	0	140	35
121	0	142	18
121	0	144	13
121	0	145	70
121	0	146	22
121	0	150	14
121	0	158	35
121	0	160	660
121	0	161	18
121	0	163	21
121	0	166	23
121	0	167	33
121	0	168	42
121	0	169	28
121	0	170	52
121	0	176	106
121	0	177	109
121	0	178	367
121	0	179	13
121	0	181	28
121	0	191	11
121	0	192	14
121	0	193	12
121	0	195	16
121	0	196	12
121	0	197	45
121	0	199	24
121	0	200	16
122	0	115	28153
122	0	116	18
122	0	120	11
122	0	121	48635
122	0	124	27
122	0	125	24
122	0	127	22
122	0	128	80
122	0	158	33
122	0	160	26
122	0	161	14
122	0	163	45550
122	0	166	38
122	0	167	44
122	0	168	20
122	0	169	55
122	0	170	25
122	0	180	99
122	0	186	14
122	0	190	10
122	0	191	26
122	0	192	983
122	0	193	42
122	0	194	27
122	0	195	50
122	0	196	131
122	0	197	497
122	0	199	47985
122	0	200	66
123	0	120	92499
123	0	121	25318
123	0	122	11
123	0	124	30
123	0	125	65
123	0	127	40
123	0	128	234
123	0	133	29
123	0	135	20
123	0	139	102
123	0	144	15
123	0	150	19
123	0	155	11
123	0	158	33
123	0	160	65
123	0	167	10
123	0	168	12
123	0	176	197
123	0	177	488
123	0	178	99056
123	0	179	20
123	0	181	27
123	0	192	10
123	0	199	2040
124	0	60	12
124	0	120	138
124	0	121	130982
124	0	122	36
124	0	123	31
124	0	125	352
124	0	126	21
124	0	127	89371
124	0	128	49351
124	0	137	20
124	0	139	16
124	0	160	42
124	0	176	12
124	0	177	10
124	0	178	12
124	0	187	12
124	0	196	11
125	0	120	50
125	0	121	533
125	0	122	24
125	0	123	67
125	0	124	378
125	0	126	22027
125	0	127	76342
125	0	128	108183
125	0	137	15
125	0	138	15
125	0	139	50
125	0	145	12
125	0	160	106731
125	0	163	16
125	0	166	32
125	0	167	28
125	0	168	18
125	0	169	31
125	0	170	29
125	0	176	19
125	0	177	15
125	0	178	23
125	0	194	27
126	0	121	36
126	0	123	10
126	0	124	15
126	0	125	21889
126	0	127	58
126	0	128	30
126	0	137	48
126	0	160	6423
126	0	163	13
126	0	165	31
126	0	166	17
127	0	120	53
127	0	121	460
127	0	122	22
127	0	123	57
127	0	124	91717
127	0	125	71037
127	0	126	52
127	0	128	70496
127	0	137	19
127	0	139	28
127	0	160	139
127	0	166	26
127	0	167	13
127	0	170	16
127	0	176	19
127	0	177	13
127	0	178	23
128	0	120	88
128	0	121	269608
128	0	122	82
128	0	123	213
128	0	124	50337
128	0	125	115286
128	0	126	35
128	0	127	66922
128	0	137	29
128	0	138	17
128	0	139	94
128	0	145	16
128	0	160	1023
128	0	161	10
128	0	163	75
128	0	166	12
128	0	167	15
128	0	168	13
128	0	169	10
128	0	170	21
128	0	176	39
128	0	177	37
128	0	178	40
128	0	197	12
129	0	0	71
129	0	1	47
129	0	2	44
129	0	7	490
129	0	8	167
129	0	10	362
129	0	12	177
129	0	13	245
129	0	32	32
129	0	34	19
129	0	62	13
129	0	65	14
129	0	66	20
129	0	90	144
129	0	91	551
129	0	92	28
129	0	94	31
129	0	96	114
129	0	97	14
129	0	98	13
129	0	130	226115
129	0	131	104596
129	0	132	996
129	0	133	1051
129	0	134	31256
129	0	135	1106785
129	0	136	12
129	0	137	23
129	0	138	10
129	0	140	277
129	0	142	15
129	0	145	30
129	0	146	18
129	0	150	81
129	0	155	276
129	0	158	153
129	0	171	107
129	0	172	40
129	0	174	21
129	0	175	15
129	0	176	218
129	0	177	15
129	0	179	12
129	0	180	25
129	0	181	22
129	0	193	12
130	0	0	164
130	0	1	152
130	0	2	76
130	0	7	3292
130	0	8	265
130	0	10	250227
130	0	12	296
130	0	13	8495
130	0	34	11
130	0	90	54
130	0	91	13975
130	0	92	19
130	0	94	20
130	0	96	121
130	0	97	10
130	0	129	220527
130	0	131	24333
130	0	132	332
130	0	133	528
130	0	134	215
130	0	135	59926
130	0	140	80
130	0	149	10
130	0	150	49
130	0	151	15
130	0	155	146
130	0	158	51
130	0	171	133
130	0	172	49
130	0	174	72
130	0	175	19
130	0	176	47
130	0	177	11
130	0	180	14
130	0	184	20
131	0	0	55
131	0	1	457
131	0	2	43
131	0	7	275
131	0	8	286
131	0	10	121059
131	0	12	104
131	0	13	79
131	0	30	21
131	0	32	37
131	0	90	12
131	0	91	59
131	0	92	23
131	0	94	50
131	0	96	29
131	0	129	109208
131	0	130	23845
131	0	132	122
131	0	133	630
131	0	134	312645
131	0	135	216
131	0	136	14
131	0	137	17
131	0	140	303
131	0	142	23
131	0	145	17
131	0	146	12
131	0	149	56
131	0	150	50
131	0	155	178
131	0	158	89
131	0	171	20
131	0	172	37
131	0	174	21
131	0	176	67
131	0	177	11
131	0	179	12
131	0	180	57
131	0	181	47
131	0	184	51
131	0	192	53
131	0	197	653
132	0	0	13
132	0	2	12
132	0	7	136
132	0	8	58
132	0	10	92
132	0	12	71
132	0	13	28
132	0	34	10
132	0	61	25
132	0	64	11
132	0	65	10
132	0	66	16
132	0	90	98
132	0	91	28255
132	0	92	15
132	0	94	30
132	0	96	48
132	0	97	14
132	0	98	14
132	0	129	947
132	0	130	290
132	0	131	94
132	0	133	312249
132	0	134	227
132	0	135	303724
132	0	136	16
132	0	140	21
132	0	148	20
132	0	149	10
132	0	150	755
132	0	151	24
132	0	153	34
132	0	155	768
132	0	158	688
132	0	159	73
132	0	171	313786
132	0	172	245
132	0	174	107564
132	0	175	117
132	0	176	15
132	0	179	95
132	0	180	99
132	0	181	31
132	0	193	25
132	0	200	11
133	0	0	39
133	0	1	66
133	0	2	32
133	0	7	98
133	0	8	135
133	0	10	205
133	0	12	124
133	0	13	50
133	0	34	19
133	0	39	80
133	0	61	13
133	0	64	13
133	0	65	10
133	0	66	22
133	0	90	68
133	0	91	377
133	0	92	18
133	0	94	30
133	0	95	11
133	0	96	55
133	0	97	20
133	0	98	11
133	0	121	37
133	0	123	47
133	0	127	11
133	0	129	1142
133	0	130	515
133	0	131	527
133	0	132	313994
133	0	134	460843
133	0	135	17414
133	0	136	181
133	0	137	23
133	0	138	13
133	0	140	29
133	0	142	10
133	0	145	30
133	0	146	26
133	0	147	15
133	0	148	92
133	0	149	27
133	0	150	153008
133	0	151	66
133	0	153	103
133	0	154	14
133	0	155	318944
133	0	158	38027
133	0	159	58
133	0	160	11
133	0	171	123
133	0	172	52
133	0	174	139
133	0	175	21
133	0	176	146805
133	0	177	222
133	0	178	42
133	0	179	371
133	0	180	305
133	0	181	116
133	0	184	20
133	0	192	15
133	0	193	47
133	0	195	11
133	0	198	15
133	0	200	22
134	0	0	22
134	0	1	85
134	0	2	26
134	0	7	109
134	0	8	63
134	0	10	299
134	0	12	101
134	0	13	12
134	0	90	27
134	0	91	152
134	0	96	32
134	0	97	11
134	0	123	10
134	0	129	31168
134	0	130	246
134	0	131	320324
134	0	132	217
134	0	133	458272
134	0	135	119216
134	0	136	56
134	0	137	12
134	0	140	77673
134	0	142	55
134	0	145	31
134	0	146	21
134	0	150	46
134	0	155	88
134	0	158	160
134	0	171	32
134	0	172	10
134	0	174	17
134	0	175	10
134	0	176	332
134	0	177	14
134	0	179	40
134	0	180	15
134	0	181	27
134	0	184	11
135	0	0	29
135	0	1	23
135	0	2	31
135	0	7	265
135	0	8	89
135	0	10	129
135	0	12	80
135	0	13	92
135	0	27	72
135	0	32	11
135	0	33	62
135	0	34	50
135	0	39	12
135	0	57	17
135	0	59	14
135	0	61	10
135	0	62	29
135	0	63	10
135	0	64	38
135	0	65	34
135	0	66	44
135	0	90	525
135	0	91	225484
135	0	92	19
135	0	93	13
135	0	94	67
135	0	95	15
135	0	96	278
135	0	97	67
135	0	98	56
135	0	121	25
135	0	123	14
135	0	129	1106622
135	0	130	55913
135	0	131	186
135	0	132	305473
135	0	133	18889
135	0	134	125546
135	0	136	30
135	0	137	14
135	0	140	99
135	0	142	10
135	0	145	27
135	0	146	12
135	0	150	160
135	0	151	16
135	0	154	10
135	0	155	277
135	0	158	300
135	0	159	18
135	0	171	481
135	0	172	122
135	0	174	153
135	0	175	68
135	0	176	353
135	0	177	52
135	0	178	15
135	0	179	78
135	0	180	70
135	0	181	32
135	0	192	45
135	0	193	17
135	0	200	22
136	0	10	13
136	0	90	17
136	0	91	26
136	0	120	12
136	0	121	10
136	0	129	24
136	0	130	11
136	0	131	18
136	0	133	144
136	0	134	50
136	0	135	33
136	0	137	568
136	0	138	373
136	0	139	36
136	0	140	155717
136	0	141	12
136	0	142	40364
136	0	143	13
136	0	144	20
136	0	145	169856
136	0	146	556
136	0	150	69
136	0	151	21
136	0	153	13
136	0	155	88
136	0	158	490
136	0	172	27
136	0	173	10
136	0	174	16
136	0	176	266248
136	0	177	102
136	0	179	313
136	0	180	52
136	0	181	697
136	0	182	29
136	0	192	16
136	0	193	29
137	0	96	14
137	0	120	32
137	0	121	95
137	0	122	12
137	0	124	14
137	0	125	26
137	0	126	24
137	0	127	20
137	0	128	28
137	0	129	14
137	0	131	10
137	0	133	20
137	0	134	20
137	0	136	704
137	0	138	940
137	0	139	620
137	0	140	783
137	0	141	58
137	0	142	566
137	0	143	18
137	0	144	80
137	0	145	398254
137	0	146	189042
137	0	150	28
137	0	151	23
137	0	154	12
137	0	155	14
137	0	158	344
137	0	160	26
137	0	166	11
137	0	176	123
137	0	177	182
137	0	178	26
137	0	179	38
137	0	180	14
137	0	181	76
137	0	182	1000
137	0	183	37
137	0	185	690
137	0	192	109
137	0	193	161
137	0	197	26
137	0	200	21
138	0	120	174
138	0	121	89
138	0	127	11
138	0	128	17
138	0	129	10
138	0	134	10
138	0	136	541
138	0	137	686
138	0	139	120808
138	0	140	115
138	0	142	146
138	0	144	85
138	0	145	556125
138	0	146	161
138	0	160	12
138	0	176	22
138	0	177	1330
138	0	178	109002
138	0	192	64
138	0	193	38
138	0	197	14
138	0	200	13
139	0	120	97894
139	0	121	871
139	0	123	97
139	0	124	23
139	0	125	42
139	0	126	13
139	0	127	27
139	0	128	135
139	0	136	53
139	0	137	591
139	0	138	123300
139	0	140	59
139	0	142	47
139	0	144	12226
139	0	145	592
139	0	146	52
139	0	160	45
139	0	177	10
139	0	178	102
139	0	188	117
140	0	0	51
140	0	1	19
140	0	2	24
140	0	7	61
140	0	8	36
140	0	10	107
140	0	12	167
140	0	13	23
140	0	37	216
140	0	39	228
140	0	90	100
140	0	91	105
140	0	94	62
140	0	95	784
140	0	96	28
140	0	97	57
140	0	120	14
140	0	121	33
140	0	129	231
140	0	130	92
140	0	131	293
140	0	132	15
140	0	133	39
140	0	134	76020
140	0	135	78
140	0	136	161026
140	0	137	641
140	0	138	80
140	0	139	34
140	0	141	32
140	0	142	73083
140	0	143	57
140	0	144	10
140	0	145	752
140	0	146	151307
140	0	150	218
140	0	153	10
140	0	155	21
140	0	158	455
140	0	159	50
140	0	171	21
140	0	172	16
140	0	173	10
140	0	176	408
140	0	177	26
140	0	179	90
140	0	180	34
140	0	181	108
140	0	182	37
140	0	183	11
140	0	192	10
140	0	193	25
141	0	136	24
141	0	137	75
141	0	140	20
141	0	142	4637
141	0	143	3285
141	0	145	235455
141	0	146	236
142	0	7	11
142	0	8	11
142	0	10	10
142	0	12	52
142	0	29	31
142	0	121	26
142	0	129	18
142	0	131	18
142	0	133	12
142	0	134	74
142	0	136	39453
142	0	137	573
142	0	138	186
142	0	139	62
142	0	140	63177
142	0	141	4856
142	0	143	25493
142	0	144	18
142	0	145	149500
142	0	146	256940
142	0	158	24
142	0	176	122
142	0	177	35
142	0	179	14
142	0	181	49
142	0	182	55
143	0	136	12
143	0	137	25
143	0	140	89
143	0	141	3032
143	0	142	30933
143	0	145	206074
143	0	146	85
144	0	90	10
144	0	120	18
144	0	121	10
144	0	136	18
144	0	137	90
144	0	138	74
144	0	139	12285
144	0	140	16
144	0	142	28
144	0	145	20127
144	0	146	111
144	0	176	23
145	0	12	198
145	0	29	10
145	0	91	18
145	0	120	36
145	0	121	67
145	0	128	23
145	0	129	12
145	0	133	29
145	0	134	27
145	0	135	11
145	0	136	172469
145	0	137	405391
145	0	138	553744
145	0	139	744
145	0	140	733
145	0	141	235521
145	0	142	137537
145	0	143	211299
145	0	144	19602
145	0	146	2030
145	0	150	26
145	0	151	11
145	0	155	32
145	0	158	134
145	0	160	16
145	0	175	15
145	0	176	487
145	0	177	615
145	0	178	96
145	0	179	60
145	0	180	11
145	0	181	149
145	0	182	52
145	0	185	12
145	0	192	58
145	0	193	59
145	0	197	11
145	0	200	19
146	0	0	11
146	0	91	11
146	0	92	13
146	0	121	22
146	0	129	18
146	0	133	13
146	0	134	22
146	0	136	585
146	0	137	181191
146	0	138	175
146	0	139	74
146	0	140	164082
146	0	141	213
146	0	142	252602
146	0	143	42
146	0	144	105
146	0	145	2333
146	0	150	12
146	0	155	12
146	0	158	34
146	0	176	115
146	0	177	40
146	0	179	19
146	0	181	121
146	0	182	19355
147	0	133	21
147	0	148	4005
147	0	150	51
147	0	151	33
147	0	153	23
147	0	155	20796
147	0	157	5026
147	0	158	66
147	0	159	13599
148	0	132	17
148	0	133	86
148	0	147	4755
148	0	150	808
148	0	151	13
148	0	153	93425
148	0	155	129453
148	0	157	10
148	0	158	199
148	0	159	1666
148	0	172	15
148	0	174	43
148	0	179	15
149	0	61	15
149	0	91	10
149	0	94	12
149	0	131	58
149	0	132	10
149	0	133	16
149	0	150	101816
149	0	151	13246
149	0	152	28
149	0	153	44
149	0	154	11545
149	0	155	38
149	0	156	125
149	0	158	61
149	0	159	160
149	0	171	15
149	0	172	39
149	0	173	72
149	0	174	116
149	0	175	29
149	0	179	13
149	0	198	22
150	0	0	19
150	0	2	18
150	0	7	20
150	0	8	46
150	0	10	10
150	0	12	60
150	0	13	19
150	0	16	15
150	0	21	105
150	0	39	23
150	0	40	57
150	0	41	17
150	0	61	184
150	0	62	13
150	0	64	11
150	0	90	28
150	0	91	82
150	0	94	19
150	0	96	20
150	0	121	13
150	0	123	13
150	0	129	78
150	0	130	60
150	0	131	41
150	0	132	848
150	0	133	147974
150	0	134	55
150	0	135	171
150	0	136	76
150	0	137	37
150	0	140	232
150	0	142	11
150	0	145	19
150	0	146	10
150	0	147	37
150	0	148	788
150	0	149	103741
150	0	151	16665
150	0	152	94
150	0	153	321076
150	0	154	193
150	0	155	568058
150	0	157	46
150	0	158	2237
150	0	159	623182
150	0	171	285
150	0	172	1008
150	0	173	78110
150	0	174	345654
150	0	175	461
150	0	176	113
150	0	177	33
150	0	178	14
150	0	179	180
150	0	180	243
150	0	181	166
150	0	186	12
150	0	190	21
150	0	191	27
150	0	192	37
150	0	193	56
150	0	197	17
150	0	199	15
150	0	200	26
151	0	0	25
151	0	1	11
151	0	2	51
151	0	8	412
151	0	19	29
151	0	28	48
151	0	30	30
151	0	31	41
151	0	32	11
151	0	34	426
151	0	39	10
151	0	54	38
151	0	57	10
151	0	61	27
151	0	64	343
151	0	65	11
151	0	90	10
151	0	91	17
151	0	92	12
151	0	94	438
151	0	95	35
151	0	96	18
151	0	97	20
151	0	130	12
151	0	131	10
151	0	132	32
151	0	133	66
151	0	135	19
151	0	136	15
151	0	145	14
151	0	147	34
151	0	149	13077
151	0	150	14357
151	0	152	616
151	0	153	31
151	0	154	135219
151	0	155	186
151	0	156	36
151	0	158	48652
151	0	159	157911
151	0	171	18
151	0	172	46
151	0	173	24
151	0	174	113
151	0	175	33
151	0	176	15
151	0	179	94
151	0	180	816
151	0	181	16
151	0	186	15
151	0	189	17
151	0	190	113
151	0	191	36
151	0	193	25
151	0	198	23
152	0	39	13
152	0	61	17
152	0	133	10
152	0	149	34
152	0	150	88
152	0	151	679
152	0	154	124060
152	0	155	12
152	0	156	11050
152	0	158	72
152	0	159	164
152	0	174	23
152	0	175	14
152	0	186	210
152	0	187	89
152	0	188	133
152	0	189	56
152	0	190	24480
152	0	191	76173
152	0	193	34
152	0	194	39134
152	0	195	66
152	0	197	14
152	0	198	6793
152	0	200	30
153	0	61	82
153	0	131	12
153	0	132	24
153	0	133	89
153	0	147	31
153	0	148	103433
153	0	149	51
153	0	150	350685
153	0	151	55
153	0	155	210610
153	0	157	10
153	0	158	311
153	0	159	31767
153	0	171	28
153	0	172	135
153	0	173	30
153	0	174	270
153	0	175	29
153	0	176	12
153	0	179	22
153	0	180	17
153	0	181	40
154	0	61	11
154	0	132	11
154	0	133	18
154	0	135	11
154	0	137	11
154	0	149	15206
154	0	150	182
154	0	151	136333
154	0	152	120861
154	0	155	24
154	0	156	6030
154	0	158	137
154	0	159	287
154	0	172	11
154	0	174	30
154	0	179	32
154	0	180	541
154	0	186	35
154	0	188	34
154	0	190	39
154	0	191	68
154	0	193	32
154	0	194	10
154	0	198	419
154	0	200	14
155	0	0	16
155	0	2	17
155	0	7	38
155	0	8	46
155	0	10	37
155	0	12	114
155	0	13	21
155	0	21	11
155	0	38	10
155	0	40	11
155	0	61	75
155	0	90	19
155	0	91	60
155	0	96	18
155	0	97	11
155	0	129	266
155	0	130	165
155	0	131	161
155	0	132	979
155	0	133	342823
155	0	134	91
155	0	135	311
155	0	136	60
155	0	137	12
155	0	140	22
155	0	142	17
155	0	145	41
155	0	146	13
155	0	147	20491
155	0	148	119163
155	0	149	43
155	0	150	569454
155	0	151	186
155	0	152	25
155	0	153	248789
155	0	154	40
155	0	157	139
155	0	158	446936
155	0	159	401
155	0	171	40
155	0	172	319
155	0	173	75
155	0	174	566
155	0	175	107
155	0	176	194
155	0	177	55
155	0	178	18
155	0	179	565
155	0	180	522
155	0	181	206
155	0	186	11
155	0	190	15
155	0	191	11
155	0	192	15
155	0	193	62
